"","X","FILENAME","SEQ","Observation_IDnum","Dataset_Name","Dataset_IDnum","Organization_Name","Observer_Name","Island_Name","Region_Name","Site_Name","SiteID_InternalToYourProject","Depth_ft","Longitude_DD","Latitude_DD","ObservationDate","Bleaching_YNas10","AreaSurveyed_m2","PercentLiveCoralCover","PctCoralUnbleached","PctCoralPartialBleached","PctCoralFullyBleached","PctAffected","PctCoralBins","Comments_Observation","Other_1","Dataset_IDnum.1","Dataset_Name.1","DataAvailabilityCode_12345","DataProvidedNow_YNas10","UploadDate","InstitutionDataOwner","PublicMandate_YNas10","DataYear","Geographic_Area","Dataset_Description","TotalAreaSurveyed_m2","Method_Name_PercentLiveCoralCover","Method_Name_Bleaching","Method_Name_AreaSurveyed","Method_IDnum_PercentLiveCoralCover","Method_IDnum_Bleaching","Method_IDnum_AreaSurveyed","SupplierOfDataset","OwnerOfRecordForDataset","DataAuthors","DataManager","Comments_Dataset","CrossRefOther_Dataset_Name","CrossRefOther_Dataset_IDnum","Method_IDnum","Method_Name","Method.Purpose","Method.NARRATIVE","METHOD.NOTE","ObservationDate_R","ORG_OBS","IslandKB","Depth_m","DepthBin_5m","Year","RasterAddress_2km","Longitude_RAS_2km","Latitude_RAS_2km","RasterAddress_1km","Longitude_RAS_1km","Latitude_RAS_1km","RasterAddress_500m","Longitude_RAS_500m","Latitude_RAS_500m","RasterAddress_250m","Longitude_RAS_250m","Latitude_RAS_250m","coords.x1","coords.x2"
"140",250,"02-1_NOAA-CREP_MHI_hcbc-Pomeroy-Oliver.xlsx",491,"20151111107","NOAA_MHI_BLEACH_2210","999","NOAA-CREP","CREP-TOW","Hawaii","MHI","20151111107_HAW","20151111107_HAW",27.42550651,-155.8935941,20.13773058,"2015/11/11","Y",2239.5,17.5,63.5,32.5,4,36.5,"15-70-15","","","D001","NOAA_MHI_BLEACH_2015",1,"Y","10/5/16","NOAA","Y","2015","Main Hawaiian Islands, south Oahu, west Maui, LanaêI, west Hawaii","In an effort to assess the impact of the 2015 coral bleaching event in Hawii on an interisland scale, towed-divers collected visual estimates of percentage of live coral that was pale and bleached, as well as presence/absence data of condition by generic composition.  ","926452.3","Towboard Survey","Towboard Survey","Towboard Survey","M06","M06","M06","NOAA CREP","NOAA CREP","Noah Pomeroy, Thomas Oliver","Troy Kanemura",NA,"","","M06","Towboard Survey","PERCENTLIVECOVER, BLEACHINGASSESSMENT, PERCENTPALE, PERCENTBLEACHED",NA,NA,2015-11-11,"NOAA-CREP CREP-TOW","Hawaii",9.859294384248,"(5,10]",2015,8965,-155.891770126695,20.1292548837209,35243,-155.896544490426,20.1375105058366,140986,-155.894290990745,20.1378785242718,564572,-155.89309598932,20.1367525631068,-155.8935941,20.13773058
"141",251,"02-1_NOAA-CREP_MHI_hcbc-Pomeroy-Oliver.xlsx",523,"20151111409","NOAA_MHI_BLEACH_2242","999","NOAA-CREP","CREP-TOW","Hawaii","MHI","20151111409_HAW","20151111409_HAW",19.60108032,-155.8602932,20.0734044,"2015/11/11","Y",2227.2,32.5,37.5,30,32.5,62.5,"15-70-15","","","D001","NOAA_MHI_BLEACH_2015",1,"Y","10/5/16","NOAA","Y","2015","Main Hawaiian Islands, south Oahu, west Maui, LanaêI, west Hawaii","In an effort to assess the impact of the 2015 coral bleaching event in Hawii on an interisland scale, towed-divers collected visual estimates of percentage of live coral that was pale and bleached, as well as presence/absence data of condition by generic composition.  ","926452.3","Towboard Survey","Towboard Survey","Towboard Survey","M06","M06","M06","NOAA CREP","NOAA CREP","Noah Pomeroy, Thomas Oliver","Troy Kanemura",NA,"","","M06","Towboard Survey","PERCENTLIVECOVER, BLEACHINGASSESSMENT, PERCENTPALE, PERCENTBLEACHED",NA,NA,2015-11-11,"NOAA-CREP CREP-TOW","Hawaii",7.474409281536,"(5,10]",2015,9321,-155.855866911441,20.0753134883721,36892,-155.860488495532,20.0743340077821,147574,-155.858234995851,20.0748246990291,590935,-155.859329415994,20.0736987378641,-155.8602932,20.0734044
"142",252,"02-1_NOAA-CREP_MHI_hcbc-Pomeroy-Oliver.xlsx",500,"20151111206","NOAA_MHI_BLEACH_2219","999","NOAA-CREP","CREP-TOW","Hawaii","MHI","20151111206_HAW","20151111206_HAW",21.62103386,-155.8860135,20.11627212,"2015/11/11","Y",2221.5,55,35,40,25,65,"15-70-15","","","D001","NOAA_MHI_BLEACH_2015",1,"Y","10/5/16","NOAA","Y","2015","Main Hawaiian Islands, south Oahu, west Maui, LanaêI, west Hawaii","In an effort to assess the impact of the 2015 coral bleaching event in Hawii on an interisland scale, towed-divers collected visual estimates of percentage of live coral that was pale and bleached, as well as presence/absence data of condition by generic composition.  ","926452.3","Towboard Survey","Towboard Survey","Towboard Survey","M06","M06","M06","NOAA CREP","NOAA CREP","Noah Pomeroy, Thomas Oliver","Troy Kanemura",NA,"","","M06","Towboard Survey","PERCENTLIVECOVER, BLEACHINGASSESSMENT, PERCENTPALE, PERCENTBLEACHED",NA,NA,2015-11-11,"NOAA-CREP CREP-TOW","Hawaii",8.090091120528,"(5,10]",2015,9083,-155.891770126695,20.1112744186047,35714,-155.887530491702,20.119460077821,143338,-155.885276992021,20.1153593009709,573044,-155.886342674655,20.1164852621359,-155.8860135,20.11627212
"143",253,"02-1_NOAA-CREP_MHI_hcbc-Pomeroy-Oliver.xlsx",507,"20151111303","NOAA_MHI_BLEACH_2226","999","NOAA-CREP","CREP-TOW","Hawaii","MHI","20151111303_HAW","20151111303_HAW",25.27135361,-155.881866,20.10310712,"2015/11/11","Y",2209,35,52.5,40,7.5,47.5,"15-70-15","","","D001","NOAA_MHI_BLEACH_2015",1,"Y","10/5/16","NOAA","Y","2015","Main Hawaiian Islands, south Oahu, west Maui, LanaêI, west Hawaii","In an effort to assess the impact of the 2015 coral bleaching event in Hawii on an interisland scale, towed-divers collected visual estimates of percentage of live coral that was pale and bleached, as well as presence/absence data of condition by generic composition.  ","926452.3","Towboard Survey","Towboard Survey","Towboard Survey","M06","M06","M06","NOAA CREP","NOAA CREP","Noah Pomeroy, Thomas Oliver","Troy Kanemura",NA,"","","M06","Towboard Survey","PERCENTLIVECOVER, BLEACHINGASSESSMENT, PERCENTPALE, PERCENTBLEACHED",NA,NA,2015-11-11,"NOAA-CREP CREP-TOW","Hawaii",9.202708580328,"(5,10]",2015,9084,-155.873818519068,20.1112744186047,36185,-155.878516492979,20.1014096498054,144749,-155.88076999266,20.1018477669903,578692,-155.881840464878,20.1029737281553,-155.881866,20.10310712
"144",254,"02-1_NOAA-CREP_MHI_hcbc-Pomeroy-Oliver.xlsx",524,"20151111410","NOAA_MHI_BLEACH_2243","999","NOAA-CREP","CREP-TOW","Hawaii","MHI","20151111410_HAW","20151111410_HAW",25.77849726,-155.8589616,20.07199025,"2015/11/11","Y",2208.4,37.5,27.5,40,32.5,72.5,"15-70-15","","","D001","NOAA_MHI_BLEACH_2015",1,"Y","10/5/16","NOAA","Y","2015","Main Hawaiian Islands, south Oahu, west Maui, LanaêI, west Hawaii","In an effort to assess the impact of the 2015 coral bleaching event in Hawii on an interisland scale, towed-divers collected visual estimates of percentage of live coral that was pale and bleached, as well as presence/absence data of condition by generic composition.  ","926452.3","Towboard Survey","Towboard Survey","Towboard Survey","M06","M06","M06","NOAA CREP","NOAA CREP","Noah Pomeroy, Thomas Oliver","Troy Kanemura",NA,"","","M06","Towboard Survey","PERCENTLIVECOVER, BLEACHINGASSESSMENT, PERCENTPALE, PERCENTBLEACHED",NA,NA,2015-11-11,"NOAA-CREP CREP-TOW","Hawaii",9.357285964848,"(5,10]",2015,9321,-155.855866911441,20.0753134883721,36892,-155.860488495532,20.0743340077821,148044,-155.858234995851,20.0703208543689,591876,-155.859329415994,20.071446815534,-155.8589616,20.07199025
"145",255,"02-1_NOAA-CREP_MHI_hcbc-Pomeroy-Oliver.xlsx",493,"20151111109","NOAA_MHI_BLEACH_2212","999","NOAA-CREP","CREP-TOW","Hawaii","MHI","20151111109_HAW","20151111109_HAW",27.73093556,-155.893386,20.13426347,"2015/11/11","Y",2197,32.5,61,35,4,39,"15-70-15","","","D001","NOAA_MHI_BLEACH_2015",1,"Y","10/5/16","NOAA","Y","2015","Main Hawaiian Islands, south Oahu, west Maui, LanaêI, west Hawaii","In an effort to assess the impact of the 2015 coral bleaching event in Hawii on an interisland scale, towed-divers collected visual estimates of percentage of live coral that was pale and bleached, as well as presence/absence data of condition by generic composition.  ","926452.3","Towboard Survey","Towboard Survey","Towboard Survey","M06","M06","M06","NOAA CREP","NOAA CREP","Noah Pomeroy, Thomas Oliver","Troy Kanemura",NA,"","","M06","Towboard Survey","PERCENTLIVECOVER, BLEACHINGASSESSMENT, PERCENTPALE, PERCENTBLEACHED",NA,NA,2015-11-11,"NOAA-CREP CREP-TOW","Hawaii",9.952389158688,"(5,10]",2015,8965,-155.891770126695,20.1292548837209,35243,-155.896544490426,20.1375105058366,141456,-155.894290990745,20.1333746796117,565513,-155.89309598932,20.1345006407767,-155.893386,20.13426347
"146",256,"02-1_NOAA-CREP_MHI_hcbc-Pomeroy-Oliver.xlsx",485,"20151111101","NOAA_MHI_BLEACH_2204","999","NOAA-CREP","CREP-TOW","Hawaii","MHI","20151111101_HAW","20151111101_HAW",29.87511032,-155.8972047,20.14571594,"2015/11/11","Y",2194.3,17.5,60,30,10,40,"15-70-15","","","D001","NOAA_MHI_BLEACH_2015",1,"Y","10/5/16","NOAA","Y","2015","Main Hawaiian Islands, south Oahu, west Maui, LanaêI, west Hawaii","In an effort to assess the impact of the 2015 coral bleaching event in Hawii on an interisland scale, towed-divers collected visual estimates of percentage of live coral that was pale and bleached, as well as presence/absence data of condition by generic composition.  ","926452.3","Towboard Survey","Towboard Survey","Towboard Survey","M06","M06","M06","NOAA CREP","NOAA CREP","Noah Pomeroy, Thomas Oliver","Troy Kanemura",NA,"","","M06","Towboard Survey","PERCENTLIVECOVER, BLEACHINGASSESSMENT, PERCENTPALE, PERCENTBLEACHED",NA,NA,2015-11-11,"NOAA-CREP CREP-TOW","Hawaii",10.605933625536,"(10,15]",2015,8847,-155.891770126695,20.1472353488372,35008,-155.896544490426,20.1465357198444,140045,-155.898797990106,20.1468862135922,560806,-155.897598199097,20.1457602524272,-155.8972047,20.14571594
"147",257,"02-1_NOAA-CREP_MHI_hcbc-Pomeroy-Oliver.xlsx",534,"20151111510","NOAA_MHI_BLEACH_2253","999","NOAA-CREP","CREP-TOW","Hawaii","MHI","20151111510_HAW","20151111510_HAW",24.25410183,-155.8460193,20.05752677,"2015/11/11","Y",2181.8,30,42.5,20,37.5,57.5,"15-70-15","","","D001","NOAA_MHI_BLEACH_2015",1,"Y","10/5/16","NOAA","Y","2015","Main Hawaiian Islands, south Oahu, west Maui, LanaêI, west Hawaii","In an effort to assess the impact of the 2015 coral bleaching event in Hawii on an interisland scale, towed-divers collected visual estimates of percentage of live coral that was pale and bleached, as well as presence/absence data of condition by generic composition.  ","926452.3","Towboard Survey","Towboard Survey","Towboard Survey","M06","M06","M06","NOAA CREP","NOAA CREP","Noah Pomeroy, Thomas Oliver","Troy Kanemura",NA,"","","M06","Towboard Survey","PERCENTLIVECOVER, BLEACHINGASSESSMENT, PERCENTPALE, PERCENTBLEACHED",NA,NA,2015-11-11,"NOAA-CREP CREP-TOW","Hawaii",8.892650237784,"(5,10]",2015,9440,-155.837915303814,20.0573330232558,37364,-155.842460498085,20.0562835797665,149457,-155.844713997766,20.0568093203883,597528,-155.845822786663,20.0579352815534,-155.8460193,20.05752677
"148",258,"02-1_NOAA-CREP_MHI_hcbc-Pomeroy-Oliver.xlsx",528,"20151111504","NOAA_MHI_BLEACH_2247","999","NOAA-CREP","CREP-TOW","Hawaii","MHI","20151111504_HAW","20151111504_HAW",28.22459783,-155.8540553,20.06517358,"2015/11/11","Y",2179.5,25,40,20,40,60,"15-70-15","","","D001","NOAA_MHI_BLEACH_2015",1,"Y","10/5/16","NOAA","Y","2015","Main Hawaiian Islands, south Oahu, west Maui, LanaêI, west Hawaii","In an effort to assess the impact of the 2015 coral bleaching event in Hawii on an interisland scale, towed-divers collected visual estimates of percentage of live coral that was pale and bleached, as well as presence/absence data of condition by generic composition.  ","926452.3","Towboard Survey","Towboard Survey","Towboard Survey","M06","M06","M06","NOAA CREP","NOAA CREP","Noah Pomeroy, Thomas Oliver","Troy Kanemura",NA,"","","M06","Towboard Survey","PERCENTLIVECOVER, BLEACHINGASSESSMENT, PERCENTPALE, PERCENTBLEACHED",NA,NA,2015-11-11,"NOAA-CREP CREP-TOW","Hawaii",10.102857418584,"(10,15]",2015,9439,-155.855866911441,20.0573330232558,37128,-155.851474496808,20.0653087937743,148515,-155.853727996489,20.0658170097087,594701,-155.854827206217,20.0646910485437,-155.8540553,20.06517358
"149",259,"02-1_NOAA-CREP_MHI_hcbc-Pomeroy-Oliver.xlsx",506,"20151111302","NOAA_MHI_BLEACH_2225","999","NOAA-CREP","CREP-TOW","Hawaii","MHI","20151111302_HAW","20151111302_HAW",22.83047079,-155.8829609,20.1043288,"2015/11/11","Y",2161.4,30,50,45,5,50,"15-70-15","","","D001","NOAA_MHI_BLEACH_2015",1,"Y","10/5/16","NOAA","Y","2015","Main Hawaiian Islands, south Oahu, west Maui, LanaêI, west Hawaii","In an effort to assess the impact of the 2015 coral bleaching event in Hawii on an interisland scale, towed-divers collected visual estimates of percentage of live coral that was pale and bleached, as well as presence/absence data of condition by generic composition.  ","926452.3","Towboard Survey","Towboard Survey","Towboard Survey","M06","M06","M06","NOAA CREP","NOAA CREP","Noah Pomeroy, Thomas Oliver","Troy Kanemura",NA,"","","M06","Towboard Survey","PERCENTLIVECOVER, BLEACHINGASSESSMENT, PERCENTPALE, PERCENTBLEACHED",NA,NA,2015-11-11,"NOAA-CREP CREP-TOW","Hawaii",8.458727496792,"(5,10]",2015,9083,-155.891770126695,20.1112744186047,36185,-155.878516492979,20.1014096498054,144279,-155.88076999266,20.1063516116505,577751,-155.881840464878,20.1052256504854,-155.8829609,20.1043288
"150",260,"02-1_NOAA-CREP_MHI_hcbc-Pomeroy-Oliver.xlsx",512,"20151111308","NOAA_MHI_BLEACH_2231","999","NOAA-CREP","CREP-TOW","Hawaii","MHI","20151111308_HAW","20151111308_HAW",25.88674624,-155.8775168,20.095834,"2015/11/11","Y",2133.3,22.5,52.5,40,7.5,47.5,"15-70-15","","","D001","NOAA_MHI_BLEACH_2015",1,"Y","10/5/16","NOAA","Y","2015","Main Hawaiian Islands, south Oahu, west Maui, LanaêI, west Hawaii","In an effort to assess the impact of the 2015 coral bleaching event in Hawii on an interisland scale, towed-divers collected visual estimates of percentage of live coral that was pale and bleached, as well as presence/absence data of condition by generic composition.  ","926452.3","Towboard Survey","Towboard Survey","Towboard Survey","M06","M06","M06","NOAA CREP","NOAA CREP","Noah Pomeroy, Thomas Oliver","Troy Kanemura",NA,"","","M06","Towboard Survey","PERCENTLIVECOVER, BLEACHINGASSESSMENT, PERCENTPALE, PERCENTBLEACHED",NA,NA,2015-11-11,"NOAA-CREP CREP-TOW","Hawaii",9.390280253952,"(5,10]",2015,9202,-155.873818519068,20.0932939534884,36420,-155.878516492979,20.0923844357977,145220,-155.876262993298,20.0973439223301,581517,-155.877338255101,20.096217961165,-155.8775168,20.095834
"151",261,"02-1_NOAA-CREP_MHI_hcbc-Pomeroy-Oliver.xlsx",510,"20151111306","NOAA_MHI_BLEACH_2229","999","NOAA-CREP","CREP-TOW","Hawaii","MHI","20151111306_HAW","20151111306_HAW",23.14017463,-155.8788249,20.09862833,"2015/11/11","Y",2120.9,32.5,55,37.5,7.5,45,"15-70-15","","","D001","NOAA_MHI_BLEACH_2015",1,"Y","10/5/16","NOAA","Y","2015","Main Hawaiian Islands, south Oahu, west Maui, LanaêI, west Hawaii","In an effort to assess the impact of the 2015 coral bleaching event in Hawii on an interisland scale, towed-divers collected visual estimates of percentage of live coral that was pale and bleached, as well as presence/absence data of condition by generic composition.  ","926452.3","Towboard Survey","Towboard Survey","Towboard Survey","M06","M06","M06","NOAA CREP","NOAA CREP","Noah Pomeroy, Thomas Oliver","Troy Kanemura",NA,"","","M06","Towboard Survey","PERCENTLIVECOVER, BLEACHINGASSESSMENT, PERCENTPALE, PERCENTBLEACHED",NA,NA,2015-11-11,"NOAA-CREP CREP-TOW","Hawaii",8.553125227224,"(5,10]",2015,9202,-155.873818519068,20.0932939534884,36185,-155.878516492979,20.1014096498054,145219,-155.88076999266,20.0973439223301,580575,-155.879589359989,20.0984698834951,-155.8788249,20.09862833
"152",262,"02-1_NOAA-CREP_MHI_hcbc-Pomeroy-Oliver.xlsx",530,"20151111506","NOAA_MHI_BLEACH_2249","999","NOAA-CREP","CREP-TOW","Hawaii","MHI","20151111506_HAW","20151111506_HAW",23.2043828,-155.8518307,20.06240877,"2015/11/11","Y",2076.9,25,40,15,45,60,"15-70-15","","","D001","NOAA_MHI_BLEACH_2015",1,"Y","10/5/16","NOAA","Y","2015","Main Hawaiian Islands, south Oahu, west Maui, LanaêI, west Hawaii","In an effort to assess the impact of the 2015 coral bleaching event in Hawii on an interisland scale, towed-divers collected visual estimates of percentage of live coral that was pale and bleached, as well as presence/absence data of condition by generic composition.  ","926452.3","Towboard Survey","Towboard Survey","Towboard Survey","M06","M06","M06","NOAA CREP","NOAA CREP","Noah Pomeroy, Thomas Oliver","Troy Kanemura",NA,"","","M06","Towboard Survey","PERCENTLIVECOVER, BLEACHINGASSESSMENT, PERCENTPALE, PERCENTBLEACHED",NA,NA,2015-11-11,"NOAA-CREP CREP-TOW","Hawaii",8.57269587744,"(5,10]",2015,9439,-155.855866911441,20.0573330232558,37128,-155.851474496808,20.0653087937743,148985,-155.853727996489,20.0613131650485,595643,-155.852576101328,20.0624391262136,-155.8518307,20.06240877
"153",263,"02-1_NOAA-CREP_MHI_hcbc-Pomeroy-Oliver.xlsx",526,"20151111502","NOAA_MHI_BLEACH_2245","999","NOAA-CREP","CREP-TOW","Hawaii","MHI","20151111502_HAW","20151111502_HAW",23.84724486,-155.8563365,20.06831287,"2015/11/11","Y",2076.5,25,35,32.5,32.5,65,"15-70-15","","","D001","NOAA_MHI_BLEACH_2015",1,"Y","10/5/16","NOAA","Y","2015","Main Hawaiian Islands, south Oahu, west Maui, LanaêI, west Hawaii","In an effort to assess the impact of the 2015 coral bleaching event in Hawii on an interisland scale, towed-divers collected visual estimates of percentage of live coral that was pale and bleached, as well as presence/absence data of condition by generic composition.  ","926452.3","Towboard Survey","Towboard Survey","Towboard Survey","M06","M06","M06","NOAA CREP","NOAA CREP","Noah Pomeroy, Thomas Oliver","Troy Kanemura",NA,"","","M06","Towboard Survey","PERCENTLIVECOVER, BLEACHINGASSESSMENT, PERCENTPALE, PERCENTBLEACHED",NA,NA,2015-11-11,"NOAA-CREP CREP-TOW","Hawaii",8.768640233328,"(5,10]",2015,9321,-155.855866911441,20.0753134883721,37127,-155.860488495532,20.0653087937743,148044,-155.858234995851,20.0703208543689,592818,-155.857078311105,20.0691948932039,-155.8563365,20.06831287
"154",264,"02-1_NOAA-CREP_MHI_hcbc-Pomeroy-Oliver.xlsx",505,"20151111301","NOAA_MHI_BLEACH_2224","999","NOAA-CREP","CREP-TOW","Hawaii","MHI","20151111301_HAW","20151111301_HAW",31.28541144,-155.8840706,20.10587233,"2015/11/11","Y",2076.1,25,48.5,45,6.5,51.5,"15-70-15","","","D001","NOAA_MHI_BLEACH_2015",1,"Y","10/5/16","NOAA","Y","2015","Main Hawaiian Islands, south Oahu, west Maui, LanaêI, west Hawaii","In an effort to assess the impact of the 2015 coral bleaching event in Hawii on an interisland scale, towed-divers collected visual estimates of percentage of live coral that was pale and bleached, as well as presence/absence data of condition by generic composition.  ","926452.3","Towboard Survey","Towboard Survey","Towboard Survey","M06","M06","M06","NOAA CREP","NOAA CREP","Noah Pomeroy, Thomas Oliver","Troy Kanemura",NA,"","","M06","Towboard Survey","PERCENTLIVECOVER, BLEACHINGASSESSMENT, PERCENTPALE, PERCENTBLEACHED",NA,NA,2015-11-11,"NOAA-CREP CREP-TOW","Hawaii",11.035793406912,"(10,15]",2015,9083,-155.891770126695,20.1112744186047,36184,-155.887530491702,20.1014096498054,144278,-155.885276992021,20.1063516116505,577750,-155.884091569766,20.1052256504854,-155.8840706,20.10587233
"155",265,"02-1_NOAA-CREP_MHI_hcbc-Pomeroy-Oliver.xlsx",494,"20151111110","NOAA_MHI_BLEACH_2213","999","NOAA-CREP","CREP-TOW","Hawaii","MHI","20151111110_HAW","20151111110_HAW",26.54507139,-155.892466,20.1325657,"2015/11/11","Y",2064.5,35,57.5,32.5,10,42.5,"15-70-15","","","D001","NOAA_MHI_BLEACH_2015",1,"Y","10/5/16","NOAA","Y","2015","Main Hawaiian Islands, south Oahu, west Maui, LanaêI, west Hawaii","In an effort to assess the impact of the 2015 coral bleaching event in Hawii on an interisland scale, towed-divers collected visual estimates of percentage of live coral that was pale and bleached, as well as presence/absence data of condition by generic composition.  ","926452.3","Towboard Survey","Towboard Survey","Towboard Survey","M06","M06","M06","NOAA CREP","NOAA CREP","Noah Pomeroy, Thomas Oliver","Troy Kanemura",NA,"","","M06","Towboard Survey","PERCENTLIVECOVER, BLEACHINGASSESSMENT, PERCENTPALE, PERCENTBLEACHED",NA,NA,2015-11-11,"NOAA-CREP CREP-TOW","Hawaii",9.590937759672,"(5,10]",2015,8965,-155.891770126695,20.1292548837209,35478,-155.896544490426,20.1284852918288,141456,-155.894290990745,20.1333746796117,566454,-155.89309598932,20.1322487184466,-155.892466,20.1325657
"156",266,"02-1_NOAA-CREP_MHI_hcbc-Pomeroy-Oliver.xlsx",508,"20151111304","NOAA_MHI_BLEACH_2227","999","NOAA-CREP","CREP-TOW","Hawaii","MHI","20151111304_HAW","20151111304_HAW",27.42290114,-155.8803788,20.10210719,"2015/11/11","Y",2027.6,40,53.5,42.5,4,46.5,"15-70-15","","","D001","NOAA_MHI_BLEACH_2015",1,"Y","10/5/16","NOAA","Y","2015","Main Hawaiian Islands, south Oahu, west Maui, LanaêI, west Hawaii","In an effort to assess the impact of the 2015 coral bleaching event in Hawii on an interisland scale, towed-divers collected visual estimates of percentage of live coral that was pale and bleached, as well as presence/absence data of condition by generic composition.  ","926452.3","Towboard Survey","Towboard Survey","Towboard Survey","M06","M06","M06","NOAA CREP","NOAA CREP","Noah Pomeroy, Thomas Oliver","Troy Kanemura",NA,"","","M06","Towboard Survey","PERCENTLIVECOVER, BLEACHINGASSESSMENT, PERCENTPALE, PERCENTBLEACHED",NA,NA,2015-11-11,"NOAA-CREP CREP-TOW","Hawaii",9.858500267472,"(5,10]",2015,9202,-155.873818519068,20.0932939534884,36185,-155.878516492979,20.1014096498054,144749,-155.88076999266,20.1018477669903,578693,-155.879589359989,20.1029737281553,-155.8803788,20.10210719
"157",267,"02-1_NOAA-CREP_MHI_hcbc-Pomeroy-Oliver.xlsx",531,"20151111507","NOAA_MHI_BLEACH_2250","999","NOAA-CREP","CREP-TOW","Hawaii","MHI","20151111507_HAW","20151111507_HAW",30.47870534,-155.8504326,20.06125439,"2015/11/11","Y",2017.4,27.5,37.5,25,37.5,62.5,"15-70-15","","","D001","NOAA_MHI_BLEACH_2015",1,"Y","10/5/16","NOAA","Y","2015","Main Hawaiian Islands, south Oahu, west Maui, LanaêI, west Hawaii","In an effort to assess the impact of the 2015 coral bleaching event in Hawii on an interisland scale, towed-divers collected visual estimates of percentage of live coral that was pale and bleached, as well as presence/absence data of condition by generic composition.  ","926452.3","Towboard Survey","Towboard Survey","Towboard Survey","M06","M06","M06","NOAA CREP","NOAA CREP","Noah Pomeroy, Thomas Oliver","Troy Kanemura",NA,"","","M06","Towboard Survey","PERCENTLIVECOVER, BLEACHINGASSESSMENT, PERCENTPALE, PERCENTBLEACHED",NA,NA,2015-11-11,"NOAA-CREP CREP-TOW","Hawaii",10.789909387632,"(10,15]",2015,9439,-155.855866911441,20.0573330232558,37128,-155.851474496808,20.0653087937743,148986,-155.849220997128,20.0613131650485,596585,-155.85032499644,20.0601872038835,-155.8504326,20.06125439
"158",268,"02-1_NOAA-CREP_MHI_hcbc-Pomeroy-Oliver.xlsx",486,"20151111102","NOAA_MHI_BLEACH_2205","999","NOAA-CREP","CREP-TOW","Hawaii","MHI","20151111102_HAW","20151111102_HAW",25.95652042,-155.8967246,20.14388877,"2015/11/11","Y",2005.2,20,45,35,20,55,"15-70-15","","","D001","NOAA_MHI_BLEACH_2015",1,"Y","10/5/16","NOAA","Y","2015","Main Hawaiian Islands, south Oahu, west Maui, LanaêI, west Hawaii","In an effort to assess the impact of the 2015 coral bleaching event in Hawii on an interisland scale, towed-divers collected visual estimates of percentage of live coral that was pale and bleached, as well as presence/absence data of condition by generic composition.  ","926452.3","Towboard Survey","Towboard Survey","Towboard Survey","M06","M06","M06","NOAA CREP","NOAA CREP","Noah Pomeroy, Thomas Oliver","Troy Kanemura",NA,"","","M06","Towboard Survey","PERCENTLIVECOVER, BLEACHINGASSESSMENT, PERCENTPALE, PERCENTBLEACHED",NA,NA,2015-11-11,"NOAA-CREP CREP-TOW","Hawaii",9.411547424016,"(5,10]",2015,8847,-155.891770126695,20.1472353488372,35008,-155.896544490426,20.1465357198444,140515,-155.898797990106,20.142382368932,561747,-155.897598199097,20.1435083300971,-155.8967246,20.14388877
"159",269,"02-1_NOAA-CREP_MHI_hcbc-Pomeroy-Oliver.xlsx",497,"20151111203","NOAA_MHI_BLEACH_2216","999","NOAA-CREP","CREP-TOW","Hawaii","MHI","20151111203_HAW","20151111203_HAW",24.36490589,-155.8876288,20.1196259,"2015/11/11","Y",1975.5,45,50,35,15,50,"15-70-15","","","D001","NOAA_MHI_BLEACH_2015",1,"Y","10/5/16","NOAA","Y","2015","Main Hawaiian Islands, south Oahu, west Maui, LanaêI, west Hawaii","In an effort to assess the impact of the 2015 coral bleaching event in Hawii on an interisland scale, towed-divers collected visual estimates of percentage of live coral that was pale and bleached, as well as presence/absence data of condition by generic composition.  ","926452.3","Towboard Survey","Towboard Survey","Towboard Survey","M06","M06","M06","NOAA CREP","NOAA CREP","Noah Pomeroy, Thomas Oliver","Troy Kanemura",NA,"","","M06","Towboard Survey","PERCENTLIVECOVER, BLEACHINGASSESSMENT, PERCENTPALE, PERCENTBLEACHED",NA,NA,2015-11-11,"NOAA-CREP CREP-TOW","Hawaii",8.926423315272,"(5,10]",2015,9083,-155.891770126695,20.1112744186047,35714,-155.887530491702,20.119460077821,142867,-155.889783991383,20.1198631456311,572102,-155.888593779543,20.118737184466,-155.8876288,20.1196259
"160",270,"02-1_NOAA-CREP_MHI_hcbc-Pomeroy-Oliver.xlsx",503,"20151111209","NOAA_MHI_BLEACH_2222","999","NOAA-CREP","CREP-TOW","Hawaii","MHI","20151111209_HAW","20151111209_HAW",24.34523887,-155.8847522,20.11179616,"2015/11/11","Y",1970.4,37.5,60,27.5,12.5,40,"15-70-15","","","D001","NOAA_MHI_BLEACH_2015",1,"Y","10/5/16","NOAA","Y","2015","Main Hawaiian Islands, south Oahu, west Maui, LanaêI, west Hawaii","In an effort to assess the impact of the 2015 coral bleaching event in Hawii on an interisland scale, towed-divers collected visual estimates of percentage of live coral that was pale and bleached, as well as presence/absence data of condition by generic composition.  ","926452.3","Towboard Survey","Towboard Survey","Towboard Survey","M06","M06","M06","NOAA CREP","NOAA CREP","Noah Pomeroy, Thomas Oliver","Troy Kanemura",NA,"","","M06","Towboard Survey","PERCENTLIVECOVER, BLEACHINGASSESSMENT, PERCENTPALE, PERCENTBLEACHED",NA,NA,2015-11-11,"NOAA-CREP CREP-TOW","Hawaii",8.920428807576,"(5,10]",2015,9083,-155.891770126695,20.1112744186047,35949,-155.887530491702,20.1104348638132,143808,-155.885276992021,20.1108554563107,574927,-155.884091569766,20.1119814174757,-155.8847522,20.11179616
